Código do Programa,Programa,Nome,Área de Concentração,Data de Início,Data de Fim
32008015014P6,ODONTOLOGIA,"INTERRELAÇÕES MOLECULARES, MORFOLÓGICAS E SISTÊMICAS COM OS TECIDOS PERIMPLANTARES",IMPLANTODONTIA,01/01/2012,-
32008015014P6,ODONTOLOGIA,EPIDEMIOLOGIA DAS CONDIÇÕES PERIMPLANTARES,IMPLANTODONTIA,01/01/2012,-
32008015015P2,ADMINISTRAÇÃO,"PESSOAS, TRABALHO E SOCIEDADE",GESTÃO ESTRATÉGICA DAS ORGANIZAÇÕES,01/01/2012,-
32008015015P2,ADMINISTRAÇÃO,ESTRATÉGIA E MARKETING,GESTÃO ESTRATÉGICA DAS ORGANIZAÇÕES,01/01/2012,-
32008015015P2,ADMINISTRAÇÃO,INOVAÇÃO E CONHECIMENTO,GESTÃO ESTRATÉGICA DAS ORGANIZAÇÕES,01/01/2012,-
32008015016P9,Comunicação Social,NARRATIVIDADE DOS PROCESSOS E DOS OBJETOS MIDIÁTICOS,Comunicação Midiática,01/01/2023,-
32008015016P9,Comunicação Social,PODER E PROCESSOS SOCIOTÉCNICOS DA COMUNICAÇÃO,Comunicação Midiática,01/01/2023,-
32008015017P5,Relações Internacionais,"INTELIGÊNCIA, ESTRATÉGIA E CONTRATERRORISMO","POLÍTICA INTERNACIONAL: INSTITUIÇÕES, CONFLITOS E DESIGUALDADES",01/01/2019,-
32008015017P5,Relações Internacionais,DESENVOLVIMENTO E DESIGUALDADES INTERNACIONAIS,"POLÍTICA INTERNACIONAL: INSTITUIÇÕES, CONFLITOS E DESIGUALDADES",01/01/2012,-
32008015017P5,Relações Internacionais,PROCESSOS DECISÓRIOS EM POLÍTICA EXTERNA E INTERNACIONAL,"POLÍTICA INTERNACIONAL: INSTITUIÇÕES, CONFLITOS E DESIGUALDADES",01/01/2012,-
32008015017P5,Relações Internacionais,ENGLOBA TODAS AS LINHAS DE PESQUISA,"POLÍTICA INTERNACIONAL: INSTITUIÇÕES, CONFLITOS E DESIGUALDADES",01/02/2012,-
32008015017P5,Relações Internacionais,SEGURANÇA E INSTITUIÇÕES INTERNACIONAIS,"POLÍTICA INTERNACIONAL: INSTITUIÇÕES, CONFLITOS E DESIGUALDADES",01/01/2017,-
32008015019P8,CIÊNCIAS DA RELIGIÃO,"PLURALISMO RELIGIOSO, DIÁLOGO E LINGUAGEM (PDL)",RELIGIÃO E CULTURA,01/01/2019,-
32008015019P8,CIÊNCIAS DA RELIGIÃO,RELIGIÃO E CONTEMPORANEIDADE (RCO) 2019,RELIGIÃO E CULTURA,01/01/2019,-
32008015019P8,CIÊNCIAS DA RELIGIÃO,"RELIGIÃO, POLÍTICA E EDUCAÇÃO (RPE) 2019",RELIGIÃO E CULTURA,01/01/2019,-
32008015020P6,TEOLOGIA PRÁTICA,FORMAÇÃO E ANÚNCIO,Teologia Prática,01/07/2024,-
32008015020P6,TEOLOGIA PRÁTICA,PASTORAIS SOCIAIS E DE FRONTEIRA,Teologia Prática,01/07/2024,-
31032010002P6,DIREITO,"DESENVOLVIMENTO HUMANO, EMPRESA, TRIBUTAÇÃO E RESPONSABILIZAÇÃO (CIVIL, PENAL E ADMINISTRATIVA)",DIREITO ECONÔMICO E DESENVOLVIMENTO,01/01/2012,-
31032010002P6,DIREITO,"DESENVOLVIMENTO, REGULAÇÃO, CONCORRÊNCIA, INOVAÇÃO",DIREITO ECONÔMICO E DESENVOLVIMENTO,01/01/2012,-
31032010003P2,PESQUISA OPERACIONAL E INTELIGÊNCIA COMPUTACIONAL,OTIMIZAÇÃO COMBINATÓRIA,PESQUISA OPERACIONAL,01/01/2012,-
31032010003P2,PESQUISA OPERACIONAL E INTELIGÊNCIA COMPUTACIONAL,SUPORTE À DECISÃO APLICADA À SAÚDE,PESQUISA OPERACIONAL,01/01/2019,-
31032010003P2,PESQUISA OPERACIONAL E INTELIGÊNCIA COMPUTACIONAL,INTELIGÊNCIA COMPUTACIONAL,PESQUISA OPERACIONAL,01/01/2012,-
31032010004P9,SOCIOLOGIA,"JUVENTUDE, GRUPOS MARGINALIZADOS E POLÍTICAS DE ALTERIDADE",SOCIOLOGIA,01/01/2012,-
31032010004P9,SOCIOLOGIA,DIREITO E SOCIEDADE,SOCIOLOGIA,01/01/2012,-
31032010004P9,SOCIOLOGIA,"SOCIEDADE CIVIL ORGANIZADA, MOVIMENTOS SOCIAIS E TERCEIRO SETOR",SOCIOLOGIA,01/01/2012,-
31032010004P9,SOCIOLOGIA,SEGURANÇA PÚBLICA E CIDADANIA,SOCIOLOGIA,01/01/2012,-
31032010004P9,SOCIOLOGIA,"IMAGEM, MEMÓRIA SOCIAL E PATRIMÔNIO CULTURAL",SOCIOLOGIA,01/01/2012,-
31032010005P5,CIÊNCIA POLÍTICA (CIÊNCIA POLÍTICA E SOCIOLOGIA),"PAZ, SEGURANÇA INTERNACIONAL E POLÍTICA EXTERNA",RELAÇÕES INTERNACIONAIS,01/01/2012,-
31032010005P5,CIÊNCIA POLÍTICA (CIÊNCIA POLÍTICA E SOCIOLOGIA),"GLOBALIZAÇÃO, INTEGRAÇÃO REGIONAL E POLÍTICA COMPARADA",RELAÇÕES INTERNACIONAIS,01/01/2012,-
31032010005P5,CIÊNCIA POLÍTICA (CIÊNCIA POLÍTICA E SOCIOLOGIA),"ESTADO, GOVERNO E POLÍTICAS PÚBLICAS",CIÊNCIA POLÍTICA,01/01/2012,-
31032010005P5,CIÊNCIA POLÍTICA (CIÊNCIA POLÍTICA E SOCIOLOGIA),"SOCIEDADE CIVIL ORGANIZADA, MOVIMENTOS SOCIAIS E TERCEIRO SETOR",CIÊNCIA POLÍTICA,01/01/2012,-
31032010006P1,ECONOMIA E GESTÃO EMPRESARIAL,MACROECONOMIA E FINANÇAS APLICADAS,ECONOMIA EMPRESARIAL,01/01/2013,-
31032010006P1,ECONOMIA E GESTÃO EMPRESARIAL,"PLANEJAMENTO CONTÁBIL, CONTROLE GERENCIAL E GOVERNANÇA CORPORATIVA",GESTÃO EMPRESARIAL,01/01/2013,-
31032010006P1,ECONOMIA E GESTÃO EMPRESARIAL,"ANÁLISE, ELABORAÇÃO E GERENCIAMENTO DE PROJETOS E PROCESSOS",GESTÃO EMPRESARIAL,01/01/2013,-
31032010006P1,ECONOMIA E GESTÃO EMPRESARIAL,MICROECONOMIA APLICADA,ECONOMIA EMPRESARIAL,01/01/2013,-
31032010006P1,ECONOMIA E GESTÃO EMPRESARIAL,ESTRATÉGIA EMPRESARIAL E MARKETING,GESTÃO EMPRESARIAL,01/01/2013,-
31032010006P1,ECONOMIA E GESTÃO EMPRESARIAL,MERCADOS FINANCEIROS E BANKING,ECONOMIA EMPRESARIAL,01/01/2020,-
31032010006P1,ECONOMIA E GESTÃO EMPRESARIAL,CIÊNCIA DE DADOS APLICADA À ECONOMIA E GESTÃO,ECONOMIA EMPRESARIAL,01/01/2024,-
31032010006P1,ECONOMIA E GESTÃO EMPRESARIAL,LIDERANÇA E ORGANIZAÇÕES,GESTÃO EMPRESARIAL,01/01/2024,-
31032010007P8,PLANEJAMENTO REGIONAL E GESTÃO DA CIDADE,INSTRUMENTOS DE POLÍTICAS PÚBLICAS,PLANEJAMENTO REGIONAL E GESTÃO DE CIDADES,01/01/2010,-
31032010007P8,PLANEJAMENTO REGIONAL E GESTÃO DA CIDADE,PLANEJAMENTO E DESENVOLVIMENTO REGIONAL,PLANEJAMENTO REGIONAL E GESTÃO DE CIDADES,01/01/2010,-
31032010008P4,Engenharia de Produção,ENGENHARIA DA SUSTENTABILIDADE,DESENVOLVIMENTO REGIONAL,01/01/2012,-
31032010008P4,Engenharia de Produção,PESQUISA OPERACIONAL,SISTEMAS E APOIO À DECISÃO,01/01/2012,-
31032010010P9,SOCIOLOGIA POLÍTICA,"CIDADE, CULTURA E PODER",SOCIOLOGIA POLÍTICA,10/08/2015,-
31032010010P9,SOCIOLOGIA POLÍTICA,"SOCIEDADE, ESTADO E PARTICIPAÇÃO SOCIAL",SOCIOLOGIA POLÍTICA,10/08/2015,-
31032010011P5,PLANEJAMENTO REGIONAL E GESTÃO DA CIDADE,PLANEJAMENTO E DESENVOLVIMENTO REGIONAL,Planejamento Regional e Gestão da Cidade,01/03/2016,-
31032010011P5,PLANEJAMENTO REGIONAL E GESTÃO DA CIDADE,INSTRUMENTOS DE POLÍTICAS PÚBLICAS,Planejamento Regional e Gestão da Cidade,01/03/2016,-
31032010002P6,DIREITO,"DESENVOLVIMENTO HUMANO, EMPRESA, TRIBUTAÇÃO E RESPONSABILIZAÇÃO (CIVIL, PENAL E ADMINISTRATIVA)",DIREITO ECONÔMICO E DESENVOLVIMENTO,01/01/2012,-
31032010002P6,DIREITO,"DESENVOLVIMENTO, REGULAÇÃO, CONCORRÊNCIA, INOVAÇÃO",DIREITO ECONÔMICO E DESENVOLVIMENTO,01/01/2012,-
31032010003P2,PESQUISA OPERACIONAL E INTELIGÊNCIA COMPUTACIONAL,OTIMIZAÇÃO COMBINATÓRIA,PESQUISA OPERACIONAL,01/01/2012,-
31032010003P2,PESQUISA OPERACIONAL E INTELIGÊNCIA COMPUTACIONAL,SUPORTE À DECISÃO APLICADA À SAÚDE,PESQUISA OPERACIONAL,01/01/2019,-
31032010003P2,PESQUISA OPERACIONAL E INTELIGÊNCIA COMPUTACIONAL,INTELIGÊNCIA COMPUTACIONAL,PESQUISA OPERACIONAL,01/01/2012,-
31032010004P9,SOCIOLOGIA,"JUVENTUDE, GRUPOS MARGINALIZADOS E POLÍTICAS DE ALTERIDADE",SOCIOLOGIA,01/01/2012,-
31032010004P9,SOCIOLOGIA,DIREITO E SOCIEDADE,SOCIOLOGIA,01/01/2012,-
31032010004P9,SOCIOLOGIA,"SOCIEDADE CIVIL ORGANIZADA, MOVIMENTOS SOCIAIS E TERCEIRO SETOR",SOCIOLOGIA,01/01/2012,-
31032010004P9,SOCIOLOGIA,SEGURANÇA PÚBLICA E CIDADANIA,SOCIOLOGIA,01/01/2012,-
31032010004P9,SOCIOLOGIA,"IMAGEM, MEMÓRIA SOCIAL E PATRIMÔNIO CULTURAL",SOCIOLOGIA,01/01/2012,-
31032010005P5,CIÊNCIA POLÍTICA (CIÊNCIA POLÍTICA E SOCIOLOGIA),"PAZ, SEGURANÇA INTERNACIONAL E POLÍTICA EXTERNA",RELAÇÕES INTERNACIONAIS,01/01/2012,-
31032010005P5,CIÊNCIA POLÍTICA (CIÊNCIA POLÍTICA E SOCIOLOGIA),"GLOBALIZAÇÃO, INTEGRAÇÃO REGIONAL E POLÍTICA COMPARADA",RELAÇÕES INTERNACIONAIS,01/01/2012,-
31032010005P5,CIÊNCIA POLÍTICA (CIÊNCIA POLÍTICA E SOCIOLOGIA),"ESTADO, GOVERNO E POLÍTICAS PÚBLICAS",CIÊNCIA POLÍTICA,01/01/2012,-
31032010005P5,CIÊNCIA POLÍTICA (CIÊNCIA POLÍTICA E SOCIOLOGIA),"SOCIEDADE CIVIL ORGANIZADA, MOVIMENTOS SOCIAIS E TERCEIRO SETOR",CIÊNCIA POLÍTICA,01/01/2012,-
31032010006P1,ECONOMIA E GESTÃO EMPRESARIAL,MACROECONOMIA E FINANÇAS APLICADAS,ECONOMIA EMPRESARIAL,01/01/2013,-
31032010006P1,ECONOMIA E GESTÃO EMPRESARIAL,"PLANEJAMENTO CONTÁBIL, CONTROLE GERENCIAL E GOVERNANÇA CORPORATIVA",GESTÃO EMPRESARIAL,01/01/2013,-
31032010006P1,ECONOMIA E GESTÃO EMPRESARIAL,"ANÁLISE, ELABORAÇÃO E GERENCIAMENTO DE PROJETOS E PROCESSOS",GESTÃO EMPRESARIAL,01/01/2013,-
31032010006P1,ECONOMIA E GESTÃO EMPRESARIAL,MICROECONOMIA APLICADA,ECONOMIA EMPRESARIAL,01/01/2013,-
31032010006P1,ECONOMIA E GESTÃO EMPRESARIAL,ESTRATÉGIA EMPRESARIAL E MARKETING,GESTÃO EMPRESARIAL,01/01/2013,-
31032010006P1,ECONOMIA E GESTÃO EMPRESARIAL,MERCADOS FINANCEIROS E BANKING,ECONOMIA EMPRESARIAL,01/01/2020,-
31032010006P1,ECONOMIA E GESTÃO EMPRESARIAL,CIÊNCIA DE DADOS APLICADA À ECONOMIA E GESTÃO,ECONOMIA EMPRESARIAL,01/01/2024,-
31032010006P1,ECONOMIA E GESTÃO EMPRESARIAL,LIDERANÇA E ORGANIZAÇÕES,GESTÃO EMPRESARIAL,01/01/2024,-
31032010007P8,PLANEJAMENTO REGIONAL E GESTÃO DA CIDADE,INSTRUMENTOS DE POLÍTICAS PÚBLICAS,PLANEJAMENTO REGIONAL E GESTÃO DE CIDADES,01/01/2010,-
31032010007P8,PLANEJAMENTO REGIONAL E GESTÃO DA CIDADE,PLANEJAMENTO E DESENVOLVIMENTO REGIONAL,PLANEJAMENTO REGIONAL E GESTÃO DE CIDADES,01/01/2010,-
31032010008P4,Engenharia de Produção,ENGENHARIA DA SUSTENTABILIDADE,DESENVOLVIMENTO REGIONAL,01/01/2012,-
31032010008P4,Engenharia de Produção,PESQUISA OPERACIONAL,SISTEMAS E APOIO À DECISÃO,01/01/2012,-
31032010010P9,SOCIOLOGIA POLÍTICA,"CIDADE, CULTURA E PODER",SOCIOLOGIA POLÍTICA,10/08/2015,-
31032010010P9,SOCIOLOGIA POLÍTICA,"SOCIEDADE, ESTADO E PARTICIPAÇÃO SOCIAL",SOCIOLOGIA POLÍTICA,10/08/2015,-
31032010011P5,PLANEJAMENTO REGIONAL E GESTÃO DA CIDADE,PLANEJAMENTO E DESENVOLVIMENTO REGIONAL,Planejamento Regional e Gestão da Cidade,01/03/2016,-
31032010011P5,PLANEJAMENTO REGIONAL E GESTÃO DA CIDADE,INSTRUMENTOS DE POLÍTICAS PÚBLICAS,Planejamento Regional e Gestão da Cidade,01/03/2016,-
40002012002P2,DIREITO NEGOCIAL,RELAÇÕES NEGOCIAIS NO DIREITO PRIVADO,DIREITO NEGOCIAL,12/07/2010,-
40002012002P2,DIREITO NEGOCIAL,ESTADO CONTEMPORÂNEO: RELAÇÕES EMPRESARIAIS E RELAÇÕES INTERNACIONAIS,DIREITO NEGOCIAL,12/07/2010,-
40002012002P2,DIREITO NEGOCIAL,ACESSO À JUSTIÇA: SOLUÇÃO DE CONFLITOS ATINENTES A NEGÓCIOS JURÍDICOS PÚBLICOS E PRIVADOS ENVOLVENDO INTERESSES INDIVIDUAIS E TRANSINDIVIDUAIS,DIREITO NEGOCIAL,12/07/2010,-
40002012002P2,DIREITO NEGOCIAL,RELAÇÕES NEGOCIAIS NO DIREITO PÚBLICO,DIREITO NEGOCIAL,04/03/2021,-
40002012003P9,CIÊNCIAS DE ALIMENTOS,SEGURANÇA DE ALIMENTOS,CIÊNCIA DE ALIMENTOS,01/01/2012,-
40002012003P9,CIÊNCIAS DE ALIMENTOS,"PROPRIEDADES FÍSICAS, QUÍMICAS, BIOLÓGICAS, SENSORIAIS E FUNCIONAIS DOS ALIMENTOS",CIÊNCIA DE ALIMENTOS,01/01/2012,-
40002012003P9,CIÊNCIAS DE ALIMENTOS,INOVAÇÃO E DESENVOLVIMENTO DE PRODUTOS,CIÊNCIA DE ALIMENTOS,01/01/2012,-
40002012005P1,GENÉTICA E BIOLOGIA MOLECULAR,"BIOLOGIA MOLECULAR, METODOLOGIAS ÔMICAS E APLICAÇÕES",GENÉTICA E BIOLOGIA MOLECULAR,01/01/2012,-
40002012005P1,GENÉTICA E BIOLOGIA MOLECULAR,DIVERSIDADE GENÉTICA E EVOLUÇÃO,GENÉTICA E BIOLOGIA MOLECULAR,01/01/2012,-
40002012005P1,GENÉTICA E BIOLOGIA MOLECULAR,"TOXICOGENÔMICA, ONCOGENÉTICA E GENÉTICA DO DESENVOLVIMENTO",GENÉTICA E BIOLOGIA MOLECULAR,01/01/2012,-
40002012008P0,SAÚDE COLETIVA,ANÁLISE DAS CONDIÇÕES DE VIDA E SAÚDE DE GRUPOS POPULACIONAIS,SAÚDE PÚBLICA,01/01/2012,-
40002012008P0,SAÚDE COLETIVA,"AVALIAÇÃO, GESTÃO DO TRABALHO E EDUCAÇÃO EM SAÚDE",SAÚDE PÚBLICA,01/01/2012,-
40002012009P7,CIÊNCIA ANIMAL,7. CLÍNICA E CIRURGIA VETERINÁRIA,SANIDADE ANIMAL,03/01/2013,-
40002012009P7,CIÊNCIA ANIMAL,"5.DIAGNÓSTICO, EPIDEMIOLOGIA E CONTROLE DE DOENÇAS DE IMPORTÂNCIA EM SANIDADE ANIMAL.",SANIDADE ANIMAL,01/01/2012,-
40002012009P7,CIÊNCIA ANIMAL,6.NUTRIÇÃO E ALIMENTAÇÃO ANIMAL.,PRODUÇÃO ANIMAL,01/01/2012,-
40002012009P7,CIÊNCIA ANIMAL,4.CRIAÇÃO DE ANIMAIS.,PRODUÇÃO ANIMAL,01/01/2012,-
40002012009P7,CIÊNCIA ANIMAL,1.BIOTÉCNICAS APLICADAS À REPRODUÇÃO ANIMAL.,PRODUÇÃO ANIMAL,01/01/2012,-
40002012009P7,CIÊNCIA ANIMAL,2.CARACTERIZAÇÃO ANTIGÊNICA E MOLECULAR DE PATÓGENOS DE ANIMAIS.,SANIDADE ANIMAL,01/01/2012,-
40002012009P7,CIÊNCIA ANIMAL,3. SAÚDE PÚBLICA VETERINÁRIA E CONTROLE DE QUALIDADE NA CADEIA DE PRODUÇÃO DE ALIMENTOS,SANIDADE ANIMAL,01/01/2012,-
40002012012P8,LETRAS,CONSTRUÇÕES E PROCESSOS IDENTITÁRIOS,ESTUDOS LITERÁRIOS,21/12/2018,-
40002012012P8,LETRAS,INTERMEDIALIDADES E NOVAS FORMAS ARTÍSTICAS,ESTUDOS LITERÁRIOS,21/12/2018,-
40002012012P8,LETRAS,REPRESENTAÇÕES E TEXTUALIDADES,ESTUDOS LITERÁRIOS,21/12/2018,-
40002012013P4,AGRONOMIA,AGRICULTURA - FUSÃO,PRODUÇÃO VEGETAL,01/01/2021,-
40002012013P4,AGRONOMIA,FITOPATÓGENOS DE IMPORTÂNCIA AGRÍCOLA,PROTEÇÃO DE PLANTAS,01/01/2021,-
40002012013P4,AGRONOMIA,MELHORAMENTO GENÉTICO DE CULTURA ANUAIS,MELHORAMENTO GENÉTICO VEGETAL E BIOTECNOLOGIA APLICADA,01/01/2021,-
40002012013P4,AGRONOMIA,MANEJO INTEGRADO DE PRAGAS,PROTEÇÃO DE PLANTAS,01/01/2012,-
40002012013P4,AGRONOMIA,MANEJO SUSTENTAVEL DO SOLO,CIÊNCIA DO SOLO,01/01/2017,-
40002012013P4,AGRONOMIA,FERTILIDADE DO SOLO E NUTRIÇÃO DE PLANTAS,CIÊNCIA DO SOLO,01/01/2017,-
40002012013P4,AGRONOMIA,MANEJO INTEGRADO DE PRAGAS - FUSÃO,PROTEÇÃO DE PLANTAS,01/01/2021,-
40002012013P4,AGRONOMIA,HORTICULTURA - FUSÃO,PRODUÇÃO VEGETAL,01/01/2021,-
40002012013P4,AGRONOMIA,MELHORAMENTO GENÉTICO DE CULTURAS PERENES E ENERGÉTICAS,MELHORAMENTO GENÉTICO VEGETAL E BIOTECNOLOGIA APLICADA,01/01/2021,-
40002012014P0,FÍSICA,FÍSICA DA MATÉRIA CONDENSADA,FÍSICA,01/01/2012,-
40002012014P0,FÍSICA,ASTROFÍSICA E COSMOLOGIA,ASTRONOMIA,01/01/2012,-
40002012014P0,FÍSICA,FÍSICA NUCLEAR APLICADA,FÍSICA,01/01/2012,-
40002012014P0,FÍSICA,PARTÍCULAS E CAMPOS,FÍSICA,01/01/2012,-
40002012015P7,EDUCAÇÃO,"PERSPECTIVAS FILOSÓFICAS, HISTÓRICAS, POLÍTICAS E CULTURAIS DA EDUCAÇÃO",EDUCAÇÃO ESCOLAR,01/01/2012,-
40002012015P7,EDUCAÇÃO,APRENDIZAGEM E DESENVOLVIMENTO HUMANO EM CONTEXTOS ESCOLARES,EDUCAÇÃO ESCOLAR,01/01/2012,-
40002012015P7,EDUCAÇÃO,DOCÊNCIA: SABERES E PRÁTICAS,EDUCAÇÃO ESCOLAR,01/01/2012,-
40002012016P3,MICROBIOLOGIA,BIOLOGIA E FISIOLOGIA MICROBIANA,MICROBIOLOGIA,01/01/2012,-
40002012016P3,MICROBIOLOGIA,INTERAÇÃO MICRORGANISMO-HOSPEDEIRO,MICROBIOLOGIA,01/01/2012,-
40002012016P3,MICROBIOLOGIA,GENÉTICA E BIOLOGIA MOLECULAR DE MICRORGANISMOS,MICROBIOLOGIA,01/01/2012,-
40002012017P0,Sociologia,"ESTADO, GOVERNANÇA E DEMOCRACIA",SOCIOLOGIA,16/10/2017,-
40002012017P0,Sociologia,"DESIGUALDADES, CIDADANIA E CULTURA",SOCIOLOGIA,16/10/2017,-
40002012018P6,QUÍMICA,"DESENVOLVIMENTO DE METODOLOGIAS ANALÍTICAS, SENSORES E QUIMIOMETRIA",QUÍMICA,01/01/2012,-
40002012018P6,QUÍMICA,"QUÍMICA DE MOLÉCULAS BIOATIVAS, PRODUTOS NATURAIS, QUÍMICA MEDICINAL E SÍNTESE ORGÂNICA",QUÍMICA,01/01/2012,-
40002012018P6,QUÍMICA,"QUÍMICA DE (NANO)MATERIAIS, SUPERFÍCIES E INTERFACES",QUÍMICA,01/01/2012,-
40002012019P2,CIÊNCIAS BIOLÓGICAS,BIODIVERSIDADE E CONSERVAÇÃO EM HABITATS TERRESTRES,BIODIVERSIDADE E CONSERVAÇÃO EM HABITATS FRAGMENTADOS,01/01/2012,-
40002012019P2,CIÊNCIAS BIOLÓGICAS,BIODIVERSIDADE E CONSERVAÇÃO EM HABITATS AQUÁTICOS,BIODIVERSIDADE E CONSERVAÇÃO EM HABITATS FRAGMENTADOS,01/01/2012,-
40002012020P0,SERVIÇO SOCIAL E POLÍTICA SOCIAL,GESTÃO DE POLÍTICAS SOCIAIS,POLÍTICA SOCIAL,01/01/2012,-
40002012020P0,SERVIÇO SOCIAL E POLÍTICA SOCIAL,SERVIÇO SOCIAL E TRABALHO,POLÍTICA SOCIAL,15/07/2019,-
40002012021P7,GEOGRAFIA,2 - DINÂMICA GEOAMBIENTAL,DINÂMICA SOCIOAMBIENTAL E ORGANIZAÇÃO DO ESPAÇO,01/03/2012,-
40002012021P7,GEOGRAFIA,1 - DINÂMICA SOCIOESPACIAL,DINÂMICA SOCIOAMBIENTAL E ORGANIZAÇÃO DO ESPAÇO,01/03/2012,-
40002012021P7,GEOGRAFIA,DINÂMICA GEOAMBIENTAL,DINÂMICA SOCIOAMBIENTAL,01/01/2018,-
40002012021P7,GEOGRAFIA,DINAMICA SOCIOESPACIAL,DINÂMICA SOCIOAMBIENTAL,01/01/2018,-
40002012022P3,ESTUDOS DA LINGUAGEM,ESTUDOS DO TEXTO/DISCURSO,LINGUAGEM E SIGNIFICAÇÃO,01/01/2012,-
40002012022P3,ESTUDOS DA LINGUAGEM,ENSINO/APRENDIZAGEM E FORMAÇÃO DO PROFESSOR DE LÍNGUA ESTRANGEIRA,LINGUAGEM E EDUCAÇÃO,01/01/2012,-
40002012022P3,ESTUDOS DA LINGUAGEM,DESCRIÇÃO E ANÁLISE LINGUÍSTICAS,LINGUAGEM E SIGNIFICAÇÃO,01/01/2012,-
40002012022P3,ESTUDOS DA LINGUAGEM,ENSINO/APRENDIZAGEM E FORMAÇÃO DO PROFESSOR DE LÍNGUA PORTUGUESA E DE OUTRAS LINGUAGENS,LINGUAGEM E EDUCAÇÃO,01/01/2012,-
40002012023P0,BIOTECNOLOGIA,BIOQUÍMICA DE MICRORGANISMOS,BIOTECNOLOGIA AGROINDUSTRIAL,01/01/2012,-
40002012023P0,BIOTECNOLOGIA,BIOTECNOLOGIA DE MICRORGANISMOS E PLANTAS,BIOTECNOLOGIA AGROINDUSTRIAL,01/01/2012,-
40002012023P0,BIOTECNOLOGIA,BIOMOLÉCULAS E BIOPOLÍMEROS DE INTERESSE INDUSTRIAL,BIOTECNOLOGIA AGROINDUSTRIAL,01/01/2012,-
40002012024P6,ENGENHARIA ELETRICA,"MODELAGEM, SIMULAÇÃO E IMPLEMENTAÇÃO DE SISTEMAS",SISTEMAS ELETRÔNICOS,01/01/2002,-
40002012025P2,ENSINO DE CIÊNCIAS E EDUCAÇÃO MATEMÁTICA,A CONSTRUÇÃO DO CONHECIMENTO EM CIÊNCIAS E MATEMÁTICA.,ENSINO DE CIÊNCIAS E EDUCAÇÃO MATEMÁTICA,01/01/2012,-
40002012025P2,ENSINO DE CIÊNCIAS E EDUCAÇÃO MATEMÁTICA,FORMAÇÃO DE PROFESSORES EM CIÊNCIAS E MATEMÁTICA.,ENSINO DE CIÊNCIAS E EDUCAÇÃO MATEMÁTICA,01/01/2012,-
40002012025P2,ENSINO DE CIÊNCIAS E EDUCAÇÃO MATEMÁTICA,HISTÓRIA E FILOSOFIA DA CIÊNCIA E DA MATEMÁTICA,ENSINO DE CIÊNCIAS E EDUCAÇÃO MATEMÁTICA,01/01/2012,-
40002012026P9,PATOLOGIA EXPERIMENTAL,FISIOPATOLOGIA DE DOENÇAS E LESÕES CELULARES MEDIADA POR ESTRESSE OXIDATIVO,PATOLOGIA EXPERIMENTAL,01/01/2012,-
40002012026P9,PATOLOGIA EXPERIMENTAL,INTERAÇÃO MICROORGANISMO-HOSPEDEIRO: RESPOSTA IMUNOLÓGICA E DIAGNÓSTICO MOLECULAR,PATOLOGIA EXPERIMENTAL,01/01/2012,-
40002012026P9,PATOLOGIA EXPERIMENTAL,"MECANISMOS E MARCADORES MOLECULARES, CELULARES E GENÉTICOS DE DOENÇAS HUMANAS E MODELOS EXPERIMENTAIS",PATOLOGIA EXPERIMENTAL,01/01/2012,-
40002012026P9,PATOLOGIA EXPERIMENTAL,"NUTRIÇÃO, MUTAGÊNESE E CARCINOGÊNESE EXPERIMENTAL",PATOLOGIA EXPERIMENTAL,01/01/2012,-
40002012026P9,PATOLOGIA EXPERIMENTAL,PATOGENIA DAS DOENÇAS NEGLIGENCIADAS,PATOLOGIA EXPERIMENTAL,01/01/2012,-
40002012027P5,Engenharia Civil,SANEAMENTO E RECURSOS HÍDRICOS,Saneamento e Recursos Hídricos,08/08/2016,-
40002012027P5,Engenharia Civil,TECNOLOGIA E GESTÃO NA CONSTRUÇÃO CIVIL,Construção Civil,08/08/2016,-
40002012027P5,Engenharia Civil,GEOTECNIA E TRANSPORTES,Construção Civil,08/08/2016,-
40002012028P1,ANÁLISE DO COMPORTAMENTO,"AVALIAÇÃO, DESENVOLVIMENTO E APLICAÇÃO DE TECNOLOGIAS COMPORTAMENTAIS",ANÁLISE DO COMPORTAMENTO,01/01/2005,-
40002012028P1,ANÁLISE DO COMPORTAMENTO,ANÁLISE EXPERIMENTAL DO COMPORTAMENTO E PSICOBIOLOGIA,ANÁLISE DO COMPORTAMENTO,01/01/2005,-
40002012028P1,ANÁLISE DO COMPORTAMENTO,ANÁLISES TEÓRICO-CONCEITUAIS EM ANÁLISE DO COMPORTAMENTO,ANÁLISE DO COMPORTAMENTO,01/02/2017,-
40002012029P8,EDUCAÇÃO FÍSICA,FATORES PSICOSSOCIAIS E MOTORES RELACIONADOS AO DESEMPENHO HUMANO,DESEMPENHO HUMANO E ATIVIDADE FÍSICA,01/01/2012,-
40002012029P8,EDUCAÇÃO FÍSICA,"PRÁTICAS, POLÍTICAS E PRODUÇÃO DE CONHECIMENTO EM EDUCAÇÃO FÍSICA",PRÁTICAS SOCIAIS EM EDUCAÇÃO FÍSICA,01/01/2012,-
40002012029P8,EDUCAÇÃO FÍSICA,AJUSTES E RESPOSTAS FISIOLÓGICAS E METABÓLICAS AO EXERCÍCIO FÍSICO,DESEMPENHO HUMANO E ATIVIDADE FÍSICA,01/01/2012,-
